cls,label,area_patches,score
IRF,0,0.0,0.0015447617
IRF,0,0.0,0.002898407
IRF,0,0.0,0.0032005548
IRF,0,0.0,0.004327059
IRF,0,0.0,0.0063435556
IRF,0,0.0,0.0050978186
IRF,0,0.0,0.0035046102
IRF,0,0.0,0.005053711
IRF,0,0.0,0.0047749756
IRF,0,0.0,0.0059241774
IRF,0,0.0,0.0055645704
IRF,0,0.0,0.00648489
IRF,0,0.0,0.003008938
IRF,0,0.0,0.004788518
IRF,0,0.0,0.0026435852
IRF,0,0.0,0.0030129433
IRF,0,0.0,0.0028678416
IRF,0,0.0,0.002113986
IRF,0,0.0,0.002903819
IRF,0,0.0,0.0029001713
IRF,0,0.0,0.0030462742
IRF,0,0.0,0.01401329
IRF,0,0.0,0.15786743
IRF,0,0.0,0.17299804
IRF,1,3.114644506001847,0.6111816
IRF,1,0.14206832871652816,0.98769534
IRF,1,0.24522622345337028,0.97128904
IRF,1,0.16016620498614959,0.99492186
IRF,0,0.0,0.12687989
IRF,1,0.04976915974145891,0.28688964
IRF,1,0.33300092336103415,0.19416504
IRF,1,0.713056325023084,0.15332031
IRF,0,0.0,0.011802673
IRF,1,0.6831948291782087,0.13636474
IRF,1,0.548365650969529,0.18061523
IRF,1,0.5456509695290859,0.18149415
IRF,1,0.6008494921514312,0.08779297
IRF,1,0.6596675900277008,0.08099671
IRF,1,0.38186518928901203,0.23693848
IRF,1,0.5764173591874423,0.080877684
IRF,1,1.1917451523545706,0.030645752
IRF,1,1.118448753462604,0.069293216
IRF,1,0.8958448753462604,0.08106079
IRF,0,0.0,0.04954834
IRF,0,0.0,0.044790648
IRF,0,0.0,0.060043335
IRF,0,0.0,0.05747986
IRF,0,0.0,0.06975708
IRF,0,0.0,0.03829956
IRF,0,0.0,0.046817016
IRF,0,0.0,0.027244568
IRF,0,0.0,0.03225708
IRF,0,0.0,0.005931473
IRF,0,0.0,0.011133862
IRF,1,0.05248384118190212,0.0065572737
IRF,1,0.12939981532779318,0.02312622
IRF,0,0.0,0.08831253
IRF,0,0.0,0.029377365
IRF,0,0.0,0.045078278
IRF,0,0.0,0.019087981
IRF,0,0.0,0.01788788
IRF,0,0.0,0.010181427
IRF,0,0.0,0.0064401627
IRF,0,0.0,0.00663414
IRF,0,0.0,0.00685482
IRF,0,0.0,0.004447651
IRF,0,0.0,0.0041784765
IRF,0,0.0,0.0034753322
IRF,0,0.0,0.005343056
IRF,0,0.0,0.006095505
IRF,0,0.0,0.0069761276
IRF,0,0.0,0.007656002
IRF,0,0.0,0.004389763
IRF,0,0.0,0.007093811
IRF,0,0.0,0.0069436072
IRF,0,0.0,0.0074005127
IRF,0,0.0,0.0045984746
IRF,0,0.0,0.0044912817
IRF,0,0.0,0.0048048496
IRF,0,0.0,0.0073776245
IRF,0,0.0,0.0046675205
IRF,0,0.0,0.005147314
IRF,1,0.16016620498614959,0.10664673
IRF,1,1.3329085872576178,0.87055665
IRF,1,1.2007940904893815,0.9332031
IRF,1,0.9836195752539243,0.8777832
IRF,1,1.1012557710064637,0.83139646
IRF,1,1.5699907663896584,0.94873047
IRF,1,1.3908217913204064,0.8296875
IRF,1,1.3392428439519852,0.66071165
IRF,1,1.1220683287165283,0.95996094
IRF,1,0.35471837488457986,0.604541
IRF,0,0.0,0.20837402
IRF,0,0.0,0.06680374
IRF,0,0.0,0.72094727
IRF,1,0.44701754385964915,0.73447263
IRF,1,0.6117082179132041,0.5701172
IRF,1,0.6623822714681441,0.50667113
IRF,1,0.7646352723915051,0.77626956
IRF,1,0.8668882733148662,0.8581543
IRF,1,1.0089566020313943,0.7654297
IRF,1,1.1148291782086797,0.8628906
IRF,0,0.0,0.08141937
IRF,0,0.0,0.027708054
IRF,1,0.11401662049861495,0.43951416
IRF,1,0.9962880886426593,0.87294924
IRF,1,0.178264081255771,0.74248046
IRF,0,0.0,0.026330184
IRF,1,0.37643582640812556,0.5344238
IRF,1,0.3510987996306556,0.56591797
IRF,1,0.43163434903047093,0.7675781
IRF,1,0.5311726685133887,0.80498046
IRF,1,0.4343490304709141,0.51081544
IRF,0,0.0,0.057337187
IRF,1,0.1565466297322253,0.67998046
IRF,0,0.0,0.48479003
IRF,0,0.0,0.11379471
IRF,0,0.0,0.25474244
IRF,0,0.0,0.5206299
IRF,0,0.0,0.107113644
IRF,0,0.0,0.22647706
IRF,0,0.0,0.022670556
IRF,0,0.0,0.14190063
IRF,0,0.0,0.2541092
IRF,0,0.0,0.26975402
IRF,0,0.0,0.1891098
IRF,0,0.0,0.12342949
IRF,0,0.0,0.016862392
IRF,0,0.0,0.082596585
IRF,0,0.0,0.07776146
IRF,0,0.0,0.07635231
IRF,0,0.0,0.062516786
IRF,0,0.0,0.08756409
IRF,0,0.0,0.29848328
IRF,0,0.0,0.20107575
IRF,0,0.0,0.0076169968
IRF,0,0.0,0.019084167
IRF,0,0.0,0.020622253
IRF,0,0.0,0.02260971
IRF,0,0.0,0.06637573
IRF,0,0.0,0.044786073
IRF,0,0.0,0.013851166
IRF,0,0.0,0.026835632
IRF,0,0.0,0.029206848
IRF,0,0.0,0.0063705444
IRF,0,0.0,0.020111466
IRF,0,0.0,0.016459275
IRF,0,0.0,0.015807342
IRF,0,0.0,0.013490677
IRF,0,0.0,0.013522339
IRF,0,0.0,0.016265105
IRF,0,0.0,0.023161316
IRF,1,0.49316712834718374,0.25684816
IRF,0,0.0,0.11687622
IRF,0,0.0,0.08435211
IRF,0,0.0,0.20826416
IRF,0,0.0,0.15046386
IRF,0,0.0,0.1119812
IRF,0,0.0,0.14413452
IRF,0,0.0,0.096954346
IRF,0,0.0,0.115026854
IRF,0,0.0,0.10830078
IRF,0,0.0,0.10821991
IRF,0,0.0,0.06945648
IRF,0,0.0,0.46743163
IRF,1,0.3510987996306556,0.9500977
IRF,1,1.322954755309326,0.98525393
IRF,1,4.110932594644506,0.9959961
IRF,1,2.646814404432133,0.9986328
IRF,1,3.6666297322253003,0.99785155
IRF,1,3.4404062788550323,0.99921876
IRF,1,3.8548476454293628,0.9995117
IRF,1,3.6584856879039704,0.9993164
IRF,1,1.3320036934441366,0.9866211
IRF,1,2.2061311172668514,0.8361328
IRF,0,0.0,0.8599609
IRF,1,0.2633240997229917,0.87949216
IRF,1,3.3535364727608497,0.994043
IRF,1,2.904709141274238,0.993457
IRF,1,3.612336103416436,0.9961914
IRF,1,3.7996491228070175,0.99550784
IRF,1,2.5771375807940906,0.99423826
IRF,1,2.177174515235457,0.9932617
IRF,1,0.8343120960295476,0.9821289
IRF,1,0.48411819021237307,0.6666504
IRF,1,2.4278301015697137,0.99072266
IRF,0,0.0,0.67143553
IRF,1,4.609529085872576,0.996875
IRF,1,4.987774699907664,0.99179685
IRF,1,4.1290304709141274,0.9958008
IRF,1,4.0303970452446904,0.99902344
IRF,1,4.980535549399815,0.9536133
IRF,0,0.0,0.36691895
IRF,0,0.0,0.570459
IRF,0,0.0,0.76655275
IRF,0,0.0,0.6043457
IRF,0,0.0,0.8336914
IRF,0,0.0,0.97373044
IRF,0,0.0,0.091667175
IRF,0,0.0,0.013027191
IRF,0,0.0,0.012922669
IRF,0,0.0,0.02316742
IRF,0,0.0,0.023504639
IRF,0,0.0,0.08988953
IRF,0,0.0,0.023771668
IRF,0,0.0,0.019049834
IRF,0,0.0,0.007777405
IRF,0,0.0,0.028358078
IRF,0,0.0,0.15011597
IRF,0,0.0,0.078379825
IRF,0,0.0,0.0731018
IRF,0,0.0,0.010969353
IRF,0,0.0,0.02834015
IRF,0,0.0,0.030441284
IRF,0,0.0,0.058584593
IRF,1,0.4117266851338874,0.7530273
IRF,1,0.3999630655586334,0.7369629
IRF,1,0.789067405355494,0.9885742
IRF,0,0.0,0.047329713
IRF,1,0.546555863342567,0.94316405
IRF,1,0.5673684210526316,0.9082031
IRF,1,0.8288827331486611,0.88486326
IRF,1,0.30947368421052635,0.5114868
IRF,0,0.0,0.1309082
IRF,0,0.0,0.815625
IRF,0,0.0,0.12243958
IRF,1,0.3619575253924284,0.58515626
IRF,1,0.1348291782086796,0.10760651
IRF,1,0.6180424746075716,0.86191404
IRF,1,0.3293813481071099,0.4237793
IRF,1,0.3574330563250231,0.8557617
IRF,1,0.07239150507848569,0.897168
IRF,1,0.21265004616805172,0.9571289
IRF,1,0.8506001846722069,0.85478514
IRF,1,0.6895290858725762,0.92978513
IRF,0,0.0,0.6963867
IRF,1,0.46330563250230844,0.06705437
IRF,0,0.0,0.018331338
IRF,0,0.0,0.107781984
IRF,0,0.0,0.02562294
IRF,0,0.0,0.037849806
IRF,0,0.0,0.07309799
IRF,1,0.1094921514312096,0.07594223
IRF,1,0.054293628808864264,0.09145355
IRF,0,0.0,0.1364624
IRF,0,0.0,0.13817139
IRF,0,0.0,0.12598571
IRF,0,0.0,0.0026301383
IRF,0,0.0,0.0007610798
IRF,0,0.0,0.00057041645
IRF,0,0.0,0.00058078766
IRF,0,0.0,0.00059416296
IRF,0,0.0,0.00034399034
IRF,0,0.0,0.00038102866
IRF,0,0.0,0.0008205652
IRF,0,0.0,0.0022149563
IRF,0,0.0,0.0017380714
IRF,0,0.0,0.0016283036
IRF,0,0.0,0.00088176725
IRF,0,0.0,0.004260731
IRF,0,0.0,0.0035528182
IRF,0,0.0,0.003752327
IRF,0,0.0,0.0026782036
IRF,0,0.0,0.0027574063
IRF,0,0.0,0.0016801357
IRF,0,0.0,0.00091621873
IRF,0,0.0,0.00082092284
IRF,0,0.0,0.00064888
IRF,0,0.0,0.0010652781
IRF,0,0.0,0.0007819891
IRF,0,0.0,0.0007167101
IRF,0,0.0,0.00059578416
IRF,1,0.021717451523545706,0.008097219
IRF,0,0.0,0.017135715
IRF,0,0.0,0.015042305
IRF,0,0.0,0.016765976
IRF,0,0.0,0.009686184
IRF,0,0.0,0.0066565275
IRF,0,0.0,0.014782238
IRF,0,0.0,0.011686849
IRF,0,0.0,0.06985016
IRF,0,0.0,0.042989157
IRF,0,0.0,0.013195324
IRF,1,0.09591874422899353,0.009555483
IRF,1,0.1692151431209603,0.05902634
IRF,1,0.15745152354570638,0.0439888
IRF,0,0.0,0.029573059
IRF,0,0.0,0.04754181
IRF,0,0.0,0.08344726
IRF,0,0.0,0.0045331954
IRF,0,0.0,0.006233883
IRF,0,0.0,0.008342457
IRF,0,0.0,0.0075403214
IRF,0,0.0,0.0064443112
IRF,0,0.0,0.006828976
IRF,0,0.0,0.0076799393
IRF,1,0.3139981532779317,0.007514334
IRF,1,0.29951985226223454,0.36441192
IRF,1,0.41896583564173595,0.17430325
IRF,1,0.7555863342566944,0.36447906
IRF,1,0.6189473684210527,0.65784913
IRF,0,0.0,0.008841085
IRF,0,0.0,0.012971878
IRF,0,0.0,0.012037086
IRF,1,0.06967682363804248,0.004883242
IRF,1,0.04886426592797784,0.0037758828
IRF,0,0.0,0.0019120693
IRF,1,0.41444136657433056,0.010330391
IRF,1,0.019907663896583563,0.003130293
IRF,1,0.3854847645429363,0.058318995
IRF,1,0.8098799630655587,0.24581642
IRF,0,0.0,0.05146246
IRF,1,0.3891043397968606,0.27486134
IRF,1,0.5094552169898431,0.70012206
IRF,1,0.2515604801477378,0.27272415
IRF,1,0.26513388734995386,0.096763894
IRF,0,0.0,0.00058130024
IRF,0,0.0,0.001970434
IRF,0,0.0,0.00046286584
IRF,0,0.0,0.0006857991
IRF,0,0.0,0.0010469079
IRF,0,0.0,0.00050456525
IRF,0,0.0,0.00094434025
IRF,0,0.0,0.0019267797
IRF,0,0.0,0.0013727546
IRF,0,0.0,0.00080679654
IRF,1,0.03167128347183749,0.038394164
IRF,0,0.0,0.071588136
IRF,0,0.0,0.056829832
IRF,0,0.0,0.07540283
IRF,0,0.0,0.022364806
IRF,0,0.0,0.032087706
IRF,0,0.0,0.033468626
IRF,0,0.0,0.03822937
IRF,1,0.047959372114496766,0.014435577
SRF,0,0.0,0.006927681
SRF,1,5.659205909510619,0.99746096
SRF,1,5.937008310249308,0.9986328
SRF,1,6.413887349953832,0.9995117
SRF,1,6.6401108033241,0.99921876
SRF,1,6.458227146814404,0.9951172
SRF,1,6.298965835641736,0.99072266
SRF,1,6.267294552169899,0.9794922
SRF,1,6.2899168975069255,0.96533203
SRF,1,8.446278855032318,0.99228513
SRF,1,8.36302862419206,0.9808594
SRF,0,0.0,0.95234376
SRF,1,8.692409972299169,0.95839846
SRF,1,8.201957525392428,0.97822267
SRF,1,8.857100646352723,0.9982422
SRF,1,8.466186518928902,0.99833983
SRF,1,9.227202216066482,0.9994141
SRF,1,9.494145891043399,0.99970704
SRF,1,9.14938134810711,0.99921876
SRF,1,9.361126500461681,0.99902344
SRF,1,8.80280701754386,0.99960935
SRF,1,0.4352539242843952,0.98164064
SRF,1,1.3274792243767313,0.9961914
SRF,1,1.3953462603878117,0.99726564
SRF,1,2.0161034164358265,0.97978514
SRF,1,3.5073684210526315,0.99482423
SRF,1,4.61224376731302,0.99853516
SRF,1,5.357876269621422,0.99833983
SRF,0,0.0,0.018191528
SRF,0,0.0,0.027708435
SRF,0,0.0,0.015576934
SRF,0,0.0,0.018117523
SRF,0,0.0,0.022375489
SRF,0,0.0,0.023149109
SRF,0,0.0,0.031881712
SRF,0,0.0,0.04848938
SRF,0,0.0,0.0778595
SRF,0,0.0,0.103479005
SRF,0,0.0,0.1447876
SRF,0,0.0,0.017901992
SRF,0,0.0,0.082272336
SRF,0,0.0,0.10168457
SRF,0,0.0,0.08994751
SRF,0,0.0,0.08540039
SRF,0,0.0,0.10942078
SRF,0,0.0,0.12530518
SRF,0,0.0,0.11048279
SRF,0,0.0,0.13037415
SRF,0,0.0,0.04318695
SRF,0,0.0,0.113398746
SRF,0,0.0,0.046331786
SRF,0,0.0,0.07474365
SRF,0,0.0,0.014597321
SRF,0,0.0,0.016112518
SRF,0,0.0,0.021133423
SRF,0,0.0,0.018532563
SRF,0,0.0,0.0056537627
SRF,0,0.0,0.07900314
SRF,0,0.0,0.08835907
SRF,0,0.0,0.07173462
SRF,0,0.0,0.13233033
SRF,0,0.0,0.18776855
SRF,0,0.0,0.12017212
SRF,0,0.0,0.13758239
SRF,0,0.0,0.04365387
SRF,0,0.0,0.03270912
SRF,0,0.0,0.031253435
SRF,0,0.0,0.09846344
SRF,0,0.0,0.050967406
SRF,0,0.0,0.09943847
SRF,0,0.0,0.042845152
SRF,0,0.0,0.046997834
SRF,1,0.0018097876269621423,0.040803146
SRF,0,0.0,0.055667497
SRF,0,0.0,0.05001068
SRF,0,0.0,0.053113174
SRF,1,4.529898430286242,0.9995117
SRF,1,4.820369344413666,0.9989258
SRF,1,5.578670360110803,0.9982422
SRF,1,5.959630655586334,0.9993164
SRF,1,5.979538319482918,0.99912107
SRF,1,5.810323176361957,0.9958008
SRF,1,5.385023084025854,0.9988281
SRF,1,5.197710064635272,0.9989258
SRF,1,5.35606648199446,0.99902344
SRF,1,5.589529085872576,0.99902344
SRF,1,0.4044875346260388,0.9819336
SRF,1,6.587626962142198,0.9995117
SRF,1,7.031024930747923,0.99970704
SRF,1,7.3567867036011085,0.99921876
SRF,1,7.440941828254847,0.99912107
SRF,1,7.4246537396121886,0.99921876
SRF,1,6.569529085872576,0.9989258
SRF,1,5.680923361034164,0.9989258
SRF,1,4.95881809787627,0.9989258
SRF,1,4.1190766389658355,0.9988281
SRF,1,3.7625484764542936,0.9988281
SRF,1,0.9347553093259464,0.9969727
SRF,1,3.242234533702678,0.9989258
SRF,1,1.90932594644506,0.9987305
SRF,1,1.6957710064635272,0.9986328
SRF,1,2.0667774699907664,0.9994141
SRF,1,2.2242289935364727,0.99853516
SRF,1,2.51741458910434,0.9976562
SRF,1,3.2666666666666666,0.9984375
SRF,1,3.7761218836565096,0.9994141
SRF,0,0.0,0.002383375
SRF,1,0.07329639889196676,0.0020700456
SRF,1,0.1348291782086796,0.0028179646
SRF,0,0.0,0.0020602464
SRF,0,0.0,0.00106467
SRF,1,0.021717451523545706,0.00085853337
SRF,0,0.0,0.0015840053
SRF,0,0.0,0.0012185574
SRF,0,0.0,0.00090978143
SRF,0,0.0,0.0011296511
SRF,0,0.0,0.00072466134
SRF,0,0.0,0.001955557
SRF,0,0.0,0.00066990854
SRF,0,0.0,0.001887393
SRF,0,0.0,0.0026751994
SRF,0,0.0,0.002020502
SRF,0,0.0,0.0025580407
SRF,0,0.0,0.0082708355
SRF,0,0.0,0.011236191
SRF,0,0.0,0.0034795285
SRF,1,0.9465189289012004,0.96787107
SRF,1,3.6494367497691598,0.9998047
SRF,1,3.756214219759926,0.99990237
SRF,1,4.687349953831949,0.9998047
SRF,1,3.9878670360110804,0.99912107
SRF,1,3.853942751615882,0.99970704
SRF,1,4.436694367497692,0.9987305
SRF,1,3.588808864265928,0.9993164
SRF,1,3.483841181902124,0.99912107
SRF,1,3.524561403508772,0.9995117
SRF,1,7.470803324099723,0.99970704
SRF,1,1.0107663896583565,0.9463867
SRF,1,7.4038411819021235,0.9998047
SRF,1,6.2356232686980615,0.99970704
SRF,1,7.345927977839335,0.9998047
SRF,1,6.492613111726685,0.99990237
SRF,1,5.152465373961219,0.9998047
SRF,1,5.369639889196676,0.9998047
SRF,1,6.022973222530009,0.99960935
SRF,1,6.134275161588181,0.9994141
SRF,1,6.093554939981533,0.99960935
SRF,1,6.5885318559556785,0.99990237
SRF,1,1.4179686057248384,0.9771484
SRF,1,8.302400738688828,0.9998047
SRF,1,1.4107294552169898,0.96904296
SRF,1,1.7202031394275161,0.96962893
SRF,1,1.832409972299169,0.99228513
SRF,1,2.3744413665743305,0.99306643
SRF,1,2.852225300092336,0.99384767
SRF,1,3.4132594644506002,0.9993164
SRF,1,0.17735918744228993,0.8296875
SRF,1,0.40358264081255774,0.9441406
SRF,1,0.178264081255771,0.6371094
SRF,1,0.26694367497691596,0.9248047
SRF,1,0.13663896583564175,0.9692383
SRF,1,0.4877377654662973,0.98828125
SRF,1,0.6623822714681441,0.9560547
SRF,1,0.49588180978762697,0.9703125
SRF,1,0.6795752539242844,0.98125
SRF,1,0.6035641735918744,0.9689453
SRF,1,0.3139981532779317,0.96181643
SRF,1,0.33119113573407205,0.9518555
SRF,0,0.0,0.022113228
SRF,0,0.0,0.02957039
SRF,0,0.0,0.013185406
SRF,0,0.0,0.019426918
SRF,0,0.0,0.019323539
SRF,0,0.0,0.0182436
SRF,0,0.0,0.030584717
SRF,0,0.0,0.035478972
SRF,0,0.0,0.025100708
SRF,0,0.0,0.01931877
SRF,0,0.0,0.03983917
SRF,0,0.0,0.017249107
SRF,0,0.0,0.024751281
SRF,0,0.0,0.025144577
SRF,0,0.0,0.024324035
SRF,0,0.0,0.02414379
SRF,0,0.0,0.052298736
SRF,0,0.0,0.023124695
SRF,0,0.0,0.032273483
SRF,1,1.3057617728531856,0.9953125
SRF,1,3.1001662049861496,0.99921876
SRF,1,3.2983379501385044,0.9995117
SRF,1,3.331819021237304,0.9995117
SRF,1,3.1734626038781166,0.9994141
SRF,1,3.0259649122807017,0.9981445
SRF,1,3.230470914127424,0.99921876
SRF,1,3.1924653739612188,0.9989258
SRF,1,3.168938134810711,0.99912107
SRF,1,2.111117266851339,0.9995117
SRF,1,3.4331671283471836,0.9998047
SRF,1,1.719298245614035,0.9986328
SRF,1,4.406832871652816,0.9987305
SRF,1,2.1156417359187443,0.9988281
SRF,1,3.638578024007387,0.9984375
SRF,1,2.8042659279778395,0.9988281
SRF,1,3.128217913204063,0.9980469
SRF,1,3.3435826408125577,0.9988281
SRF,1,3.285669436749769,0.99902344
SRF,1,3.2431394275161587,0.9993164
SRF,0,0.0,0.085314944
SRF,0,0.0,0.020906162
SRF,0,0.0,0.03277073
SRF,0,0.0,0.099256895
SRF,0,0.0,0.095588684
SRF,0,0.0,0.06190758
SRF,0,0.0,0.27576447
SRF,1,0.19364727608494922,0.7950195
SRF,1,0.36829178208679597,0.96787107
SRF,1,0.47144967682363803,0.87783206
SRF,1,0.22169898430286242,0.70649415
SRF,0,0.0,0.03960953
SRF,1,0.17373961218836564,0.59277344
SRF,0,0.0,0.02654953
SRF,0,0.0,0.036442567
SRF,0,0.0,0.036359407
SRF,1,0.08053554939981533,0.052886583
SRF,0,0.0,0.085178755
SRF,0,0.0,0.047214128
SRF,0,0.0,0.08739205
SRF,0,0.0,0.048846435
SRF,0,0.0,0.017044257
SRF,0,0.0,0.01873684
SRF,0,0.0,0.01695404
SRF,0,0.0,0.13481025
SRF,0,0.0,0.070912555
SRF,0,0.0,0.08723316
SRF,0,0.0,0.23212509
SRF,0,0.0,0.23834534
SRF,0,0.0,0.20992431
SRF,0,0.0,0.14450303
SRF,0,0.0,0.104328915
SRF,0,0.0,0.03211441
SRF,1,2.454976915974146,0.9883789
SRF,1,2.812409972299169,0.9980469
SRF,1,4.083785780240074,0.9977539
SRF,1,3.4539796860572483,0.9994141
SRF,1,2.7789289012003695,0.9998047
SRF,1,3.344487534626039,0.99990237
SRF,1,6.460036934441367,0.99970704
SRF,1,7.452705447830102,0.99970704
SRF,1,7.957636195752539,0.99990237
SRF,1,2.8314127423822715,0.9921875
SRF,1,3.228661126500462,0.99365234
SRF,1,3.702825484764543,0.99228513
SRF,1,4.399593721144968,0.99609375
SRF,1,3.5073684210526315,0.9976562
SRF,1,2.6947737765466298,0.9981445
SRF,1,3.1743674976915974,0.9980469
SRF,1,3.0730193905817176,0.99794924
SRF,0,0.0,0.0054789544
SRF,0,0.0,0.022852708
SRF,0,0.0,0.017228127
SRF,0,0.0,0.0061569214
SRF,0,0.0,0.0039530275
SRF,0,0.0,0.0043610097
SRF,0,0.0,0.0052711964
SRF,0,0.0,0.0058519365
SRF,0,0.0,0.013434601
SRF,0,0.0,0.008652687
SRF,0,0.0,0.019162942
SRF,0,0.0,0.045710754
SRF,1,1.15735918744229,0.9873047
SRF,1,2.3554385964912283,0.9981445
SRF,1,2.467645429362881,0.9982422
SRF,1,2.6513388734995385,0.99746096
SRF,1,2.8024561403508774,0.9961914
SRF,1,2.978005540166205,0.9957031
SRF,1,3.3291043397968605,0.99609375
SRF,1,3.3263896583564176,0.99375
SRF,1,3.501034164358264,0.99736327
SRF,1,5.608531855955679,0.99902344
SRF,1,4.0068698060941825,0.9998047
SRF,1,1.4080147737765467,0.9963867
SRF,1,5.551523545706371,0.9998047
SRF,1,3.6955863342566944,0.9993164
SRF,1,3.868421052631579,0.9995117
SRF,1,3.8367497691597414,0.9993164
SRF,1,3.868421052631579,0.9995117
SRF,1,3.81865189289012,0.9995117
SRF,1,3.655771006463527,0.99960935
SRF,1,3.5155124653739613,0.99970704
SRF,1,3.265761772853186,0.99970704
SRF,1,2.548180978762696,0.9988281
SRF,1,1.578134810710988,0.99746096
SRF,1,2.302954755309326,0.9982422
SRF,1,1.8812742382271468,0.99794924
SRF,1,1.8088827331486612,0.9994141
SRF,1,1.6487165281625116,0.99902344
SRF,1,1.310286241920591,0.9994141
SRF,1,1.8432686980609418,0.9987305
SRF,1,1.8785595567867037,0.9995117
SRF,1,4.133554939981533,0.9977539
SRF,1,2.0884949215143123,0.9975586
SRF,1,2.199796860572484,0.9970703
SRF,1,2.215180055401662,0.9962891
SRF,0,0.0,0.34147948
SRF,1,1.0098614958448753,0.99960935
SRF,1,1.1401662049861496,0.99912107
SRF,1,1.4595937211449677,0.99902344
SRF,1,1.6197599261311173,0.99912107
SRF,1,1.8921329639889197,0.99970704
SRF,1,2.252280701754386,0.9989258
SRF,1,2.616952908587258,0.99960935
SRF,1,3.904616805170822,0.99970704
SRF,0,0.0,0.10971375
SRF,0,0.0,0.35195312
SRF,1,0.06515235457063712,0.74677736
SRF,0,0.0,0.7393066
SRF,1,0.019002770083102492,0.8357422
SRF,1,0.03529085872576177,0.6301514
SRF,0,0.0,0.9866211
SRF,1,0.585466297322253,0.9989258
SRF,0,0.0,0.1827362
SRF,1,0.814404432132964,0.840625
SRF,1,3.92814404432133,0.912793
SRF,1,6.3867405355494,0.95
SRF,1,7.231911357340721,0.9723633
SRF,1,7.377599261311173,0.9790039
SRF,1,6.04016620498615,0.9632813
SRF,1,0.3040443213296399,0.79111326
SRF,1,0.3257617728531856,0.8019043
SRF,1,0.22893813481071099,0.42143553
SRF,1,0.19364727608494922,0.59580076
SRF,1,0.4388734995383195,0.26544648
SRF,1,0.05157894736842105,0.36600646
SRF,1,0.14659279778393353,0.13507919
